name,filename,mapId,mapUid,bronzeScore,silverScore,goldScore,authorScore
$i$o$0C3M$1C4i$1C5d$2C7o$2C8r$3C9i,Midori.Map.Gbx,d40577bb-8532-4d7c-9a6f-29ede672032a,tZROO7ZGFV5oSel3hyKrvZ60Xth,59000,52000,46350,44455
$o$nSTRETCH $FFcft dom,STRETCH ft dom.Map.Gbx,b6556aac-6f6d-4de1-b883-efcfd5f876ff,U0V1uwRuT4CVoJNfEJOI4l3zII7,80000,70000,60000,55000
$n$o$i$F15Brea$F15the,Breathe.Map.Gbx,084ecef1-3802-4350-90eb-d414064f2b34,UdWgfG7GxsIyyOhRRf2NTKboqzg,70000,60000,55000,52215
$i$s$fffCor'Beg 'ft Sophie,Cor'Beg 'ft Sophie.Map.Gbx,da5b8423-0e0a-4d86-9ec4-78e2c8fc5586,UKOLUXHylzP9fdbM2JKdOoYPAA4,66000,53000,47000,43948
Happy Birthday,Happy Birthday.Map.Gbx,62970753-503b-46ec-8e51-235c60151025,usz9S_c76pH9uHiU5Hd8BE9NJ60,71000,57000,51000,47211
Aquatic Park,Aquatic Park.Map.Gbx,8d0322e4-3243-40c4-924b-02413675ac7f,vA4wCsDHpCE0wk_JlRX1prto6Bb,68000,55000,49000,45291
$b$s$CC9Horus,Horus.Map.Gbx,5f2659cb-ae06-420a-b6de-c107ede198b4,vjI2Ei51Qmop3OjO7nMlNHDMexd,63000,50000,44000,41435
$sBullet Train District,Bullet Train District.Map.Gbx,91b3d11b-5d93-4157-81ee-5c751ef51f6a,vpl47P2fJLRdldHkGQZ2MaAyyEi,73000,58000,51000,48100
$FF0T$FF1h$FE1u$FE2n$FD2d$FD3e$FC3r$FC3|$FD3|$FD2S$FE2t$FE1o$FF1r$FF0m,Thunder__storm.Map.Gbx,87fe0730-e081-4392-8b2c-7484f6804072,vVYgYYofH1tTGsprVDMYExZlHBj,78000,63000,55000,51858
$30FA$31El$31De$32Dx$23Ca$23Bn$24Ad$249e$259r$268 $167S$176a$186l$185a$194m$193a$0A2n$0B2d$0B1e$0C0r,Alexander Salamander.Map.Gbx,dc9c3025-bb75-4968-8394-9cb786707596,vxVBAFlamJq6YPgXuTjs2tYg2X0,66000,53000,47000,43869
Twilight,Twilight.Map.Gbx,cdb2dedb-450c-4a7a-a506-8ffeb719b832,wTGgeauQrFJZhpr_weWaVv7gZxh,63000,50000,44000,41501
$fc3$o$sKa$fc0la$f90hara $i$f60ft' Xefas,Kalahara ft' Xefas.Map.Gbx,7e3833bb-5062-47ba-a5ef-b853b6065b3d,wTnHhi6JNdT2VRlKzTcrjargpBc,76000,61000,54000,50111
$o$f00Blood Rush $000Inception,Blood Rush Inception.Map.Gbx,89529ef0-4e5a-4785-b88e-09c477021b87,WVjU_hX1Z6NmPrjOVqM0_R9bDIh,71000,57000,50000,46985
$s$i$fffI$effn$cfft$bffe$affr$8eft$7efw$5efi$4efs$3eft$1efe$0efd$g ft $0f0Edamame,Intertwisted ft Edamame.Map.Gbx,a45f647e-dbd8-47c0-a3f8-a1228afb3e26,xa7KriuLK5MtaB04W5NSvw4ouhe,61680,48690,42700,40565
$o$fe9 Summer Park ft Tomote, Summer Park ft Tomote.Map.Gbx,702839ed-f712-4998-8c8f-7ed3ea6a2548,xHOy7EFJMBszPPGFsq4zMrY5HF5,36000,29000,25000,23692
$69EA$57Dt$35Bm$22Ao$008s$008p$02Ah$15Ce$17Dr$19Fe,Atmosphere.Map.Gbx,931d3a0a-b14a-4c54-88db-569fde12a32d,xJRCFYz9XiLADK3DSFc08aI8Ahg,58500,56500,55500,54848
$009L$00Aa$00Bs$00Ct $063O$073u$072t$082p$081o$091s$090t$fff ft Agrabou,Last Outpost ft Agrabou.Map.Gbx,17d72086-de9c-406b-8f8f-364e41d3e3bf,YewzuEnjmnh_ShMW1cX0puuZHcf,69000,56000,49000,45900
$z$o$s$i$EEFM$DDFo$BCEu$BCEl$ACEi$9BDn $z$sft' Rabbi,Moulin ft' Rabbi.Map.Gbx,0b4d6b10-4482-4b5b-83e3-43655edab9a1,YvyV0xjNv4nei_ARCsPEVG6gpXa,64000,52000,46000,42625
$FDA$oShefet Dunes,Shefet Dunes.Map.Gbx,1f66ddaf-7f21-4d7a-82d9-5d35b1e95742,ZJw6_4CItmVlRMPgELl4Q37Utw2,82000,66000,58000,54240
$S$I$06FS$18Fc$2AFa$3CFr$3CFl$29Fo$06Fs,Scarlos.Map.Gbx,3c41c47c-d23f-4277-bd01-225cf136fa82,zTR86vqSCHDwtezephysc3KjRwk,69000,55000,49000,45628
$090$i$w$sNature's Claim,Nature's Claim.Map.Gbx,a1d1b3a4-9fae-4c91-80bd-f9a139b05c0d,01m2KpP1jThsHY1js6Li8aPH_c2,64000,51000,45000,42424
Spa Petitchamps,Spa Petitchamps.Map.Gbx,53d5a706-f584-4f6a-84af-f1c401ca93b0,0JVfAdo3MldeA63oqHUP7QZiA40,63000,50000,44000,41363
$o$F22Gamer $111Impact,Gamer Impact.Map.Gbx,9ae82c76-19cf-46e1-a85f-2a0712d78f9e,1gfapJWIyVCuHo1rQkJlND0hLaa,60000,48000,43000,39688
$o$n$s$600HAVANA,HAVANA.Map.Gbx,412785bf-8cf9-4051-a210-116a0e0d3443,1qHMoGz3QdEQ057pvBQqqFtUIbf,76000,61000,54000,50534
$o$FFFSlopestyle $n$09fft Newtron,Slopestyle ft Newtron.Map.Gbx,2f817f9d-1190-47b8-bc14-f5707a9f9e50,29wfuD3xYrtRgGuTVjSbkl2ms3i,70000,60000,55000,50000
$s$o$n$c33AKITA 4 $z$s$n$o- KOYO,AKITA 4 - KOYO.Map.Gbx,34238af2-67ca-40bb-8ea6-73a30b0db284,2DsoFI8MY0qvLM1_Fv3PWBKch0m,71000,57000,50000,46987
$360$t$s$o$iSan$390har$6c0aja $3f0ft' Krnz,Sanharaja ft' Krnz.Map.Gbx,c4776e40-5411-4493-bb31-c8b46992077b,3dbzJDJsOwhOXIaVLZr6i1TWjJ7,72000,58000,51000,47741
Vertigo - Players Against a Magnetic Wall Full of Obstacles,Vertigo - Players Against a Magnetic Wall Full of Obstacles.Map.Gbx,1eac9b8d-a563-4886-a57a-363d80d37dce,3o5AxVu9FNB1UGpKSdqdHH0tLPk,85000,68000,60000,56089
$cd7T$cc7a$bc6n$ac5t$9b5o$8b4u$7b4r$6a3a$g - ft' microvert,Tantoura - ft' microvert.Map (1).Gbx,25da1243-c1d6-40e8-aa1d-daba3882f46e,41kcjQzJ0z6lMBujbx3puNfGxNb,80000,65000,54000,51948
$F93Ak$F82i $F71no$F60 $F60h$F71i$F81r$FA2u$FB2m$FC3a,Aki no hiruma.Map (1).Gbx,851e3550-eb82-4075-85fe-ddc2df848227,4hchdRGxsGAPoDpUx_zpQtQsaVd,69000,56000,49000,45995
$69FT$9ACw$CB9i$FC6l$FC6i$DC9g$BCCh$9CFt,Twilight.Map.Gbx,dc2a074c-1fc0-41c0-a3b8-1140ca0a79a1,5nNhC2n7puTl3QktnXyn7iYPr5h,73000,58000,52000,48311
$o$8ffBob$bbbtech,Bobtech.Map.Gbx,8878ae34-383c-429f-a6fb-b318ec87ee58,6tJ5x41SYRWooqgGDxM4kxfEk3k,77000,61000,54000,50726
 $s $6CFIv$6CEer$6CDna$6CC 2 - $fffEvolution ft Ealipse,  Iverna 2 - Evolution ft Ealipse.Map.Gbx,10ba3cb8-1442-42b9-b208-24baa741a908,84hdbMfY3VKSs5dy3qWMUSXz4A7,67000,54000,48000,44408
$C60C$B60h$960i$960k$930y$900ū,Chikyū.Map.Gbx,8d01ad1f-b56b-4a9d-a79f-3b38f6e81112,8a4CpPRywDZzFCNYNexkK0k9N2d,69000,55000,49000,45334
$s$639E$54Al$55Ay$45Bs$46Bi$37Cu$38Cm$29D $2ADC$1AEi$1BEt$0CFy $BEEDy$AEEn$AFFas$9FFty,Elysium City Dynasty.Map.Gbx,2d19b710-b7ec-4f0b-97e4-4ee14cc3f95d,9tEP7s6y_ijEnTUXC42EKyos8Ae,78000,62000,55000,51613
$s$0C0Biomorph,Biomorph.Map.Gbx,58e5d8bf-5976-4638-a80c-ada59e7b11cd,A_3SacQx7_A4gkOPi5a4g59skAi,68000,54000,48000,44932
$sBabylon ft niZe,Babylon ft NiZe.Map.Gbx,1b0e936a-ce15-47cd-925b-76a0baa3c455,a9mh_YmJKuR0R3K6yisi9RrOZt4,61000,49000,43000,40000
$s#soapbox,#soapbox.Map.Gbx,99d347e4-1f60-49bc-b74f-5b7bc940fb1b,AnBBcBqLGyn2xfoiHYf9GWjTJP5,71000,61000,57000,53251
$o$t$iRorvik,Rorvik.Map.Gbx,1ee0bfd8-723d-42ac-9b4f-341c54b16543,bQFp2Izp8UZvx2o72q_ZyUgwqZm,75000,60000,53000,49797
$sMTC - $eccW$edco$eedo$fedd$feek$ffei$fffd ,MTC - Woodkid .Map.Gbx,20970143-5932-43e3-9002-b4e4ed288248,BXprGuAeWtJckKX9wo0GJQCzqh8,68000,55000,48000,45118
$s$480Glendara,E38F827F6EFB759B965ED824ECEBFC9D518897F32D66B5413724DF15CA8F08EB99FD344F5BB8C7A3D71BFFE580A1D25E.Map.Gbx,07546614-166e-4f66-860c-583e270aa049,C6UxjgnF7rXVSyGySlqYq48dCf0,72000,57000,51000,47402
$sAvocado,Avocado.Map.Gbx,f420383e-9b66-493a-bc75-e6955de077af,C7Pv4VcxlafgqrbTorRrJCFW13k,71000,57000,50000,46908
Classic Pinball,Classic Pinball.Map.Gbx,6332cf53-1ef6-49f6-a1d0-f0c10e2e973c,cguwnkDcQmQWeCGhDSGyAqFCNvk,30000,24000,21000,19565
$s$063Staurolite,Staurolite.Map.Gbx,baacf5f4-6a76-41af-a9eb-92d5bbff8559,CKFxGKkkUGgmPKFXcGZ56H9Tj3a,81000,65000,57000,53552
$s$o$030Nat$140ion $250of Z$360aun,4336EECF70FAF63EAD31B7617398384EAAB9D1FB929950CA64B31C3460B63F85C666200072AEB80F1533D4A186FC1FEC.Map.Gbx,c5522873-ee9c-488b-9095-29111179ff25,cR82JDY_JwSbGVnG_btr8DMa4Sa,62000,49000,44000,40814
$i$oVizima 'ft Vixxa,Vizima 'ft Vixxa.Map.Gbx,b695c73f-8e51-4e6e-bf3f-7a58e85c5334,CuI4nWRdeFTK7LFCZ4rHMm3GU3c,79000,63000,56000,52280
$s$eeeA$1cfirburst,Airburst.Map.Gbx,63f7a430-4f60-46a0-8ade-bab433c0c2a7,CzEbixSveomvU_dQBTnZZtxMg30,65000,52000,46000,42674
$i$o$306Sh$639en$96Can$C9Fdo$CCFah,Shenandoah.Map.Gbx,657ef4d6-973b-4dc6-8612-6ca2cda26c1a,dhts88o7OK7pIzwRHMGMtxJJQBc,61000,49000,43000,40466
another backwards map ft proof_,another backwards map ft proof_.Map.Gbx,e1da1a9b-fc8e-4acf-8132-c826730124de,DPskH8Qt65kCgghtd4NMLOp8P85,65000,52000,46000,42734
$sFrosty creek,Frosty creek.Map.Gbx,f301c6e6-b608-4e20-a0ae-ed48aef8b29d,E14e8D93S7QI2_xinrM6ZxWlSc,64000,51000,45000,42051
$o$i$s$0CFRi$3CFpt$6CFid$9CFe,Riptide.Map.Gbx,eb15ecc7-0b87-4615-a113-38fb56705359,E65CErMWSQBqUQz8Pd8evPz1QDc,80000,67000,54000,50682
$C64Ou$D74tl$D74a$E74n$E84d$F84s,Outlands.Map.Gbx,2dd351a7-0eb9-4f8f-90c3-feb34d83c7a6,EevqFU9VpKg2UiqQeMWnSSB5hqh,58000,46000,41000,38088
$i$s$99Cte$99Da $99Ein $99Fth$99Fe $A9Fev$B9Feni$C9Fng,tea in the evening.Map.Gbx,810ce711-d88b-4e6c-b46a-2fd5a8543676,EPoSir67YeumRIq2vmw0uUCVFAj,74000,59000,52000,49054
$s$F30Ignis $FFFft' ollernice,Ignis ft' ollernice.Map.Gbx,9803ecba-de38-46fa-8261-f503dc52bd1f,f2DKFqkbb7QlX12kNg0Not4aWvm,80000,64000,57000,53115
$s$i$o$FC6Mar$FC3acu$FC0já,Maracujá.Map.Gbx,eb3bf219-eeeb-44c7-ae81-41dfd210aa91,FD1lYHptSzT0QJRIaaKB43rTjyi,85000,70000,58000,54331
$f60F$fffaithless $f60E$fffvening,Faithless Evening.Map.Gbx,9095a7ed-ace7-42c2-bb25-9e2c9d0cc5e0,FdHkjXD9xvi2kTPqMJnr95RhwGd,82000,66000,58000,54393
$o$FC6Marzipan $FFFft' ripfish_,Marzipan ft' ripfish_.Map.Gbx,40fffeb4-4ad2-4d58-a675-f7b5fe37d234,ffjagk3M95Igfp3lpm8eK_3pbwb,69000,56000,49000,45965
$o$0CFAQUA$0CFPARK $zft $0CF' $zSophie_ice,AQUAPARK_ft__Sophie_ice.Map (1).Gbx,e21fa396-5f82-4df6-9ae3-9b115d28adeb,Fh_GhNThDq6s_6ibuP1_hEPocLl,64000,51000,45000,42069
$i$o$C00Willy Wonka's $609Chocolate Factory,Willy Wonka's Chocolate Factory.Map.Gbx,5773d295-bd7e-45af-8b67-b31bc20700c5,FNyblA5g6KsP6gUwxEFmskWcs_4,84000,67000,59000,55406
$s$FF9A$EFAg$DFAi$CFBt$BFCa$AFCt$9FDi$8FEo$7FEn$6FF $fffft$f63' $6FFE$5FEn$4FCt$3FBr$3FAy$2F9L$1F7a$0F6g,Agitation ft' EntryLag.Map.Gbx,e23d9c31-12d6-4e93-8bdd-5c7c61ad459c,fSz1KrQ1N_YWAWLWO2E6Ckf_Qzb,68000,54000,48000,44931
$fff$sSpinning Spatula,Spinning Spatula.Map.Gbx,50fdaf0f-ac01-4205-8aac-e5dc853918ef,FzG6iutrywnHwcMF5sD_QwroZY6,77000,62000,55000,51202
Outer Edge,Outer Edge.Map.Gbx,e0baf826-c118-480f-b9e4-ffef479b98f7,GeAgWYqxX1rweFy_8wVOW6K0_05,66000,53000,47000,43613
$sNightrealm,Nightrealm.Map.Gbx,9f0b91c3-33fb-4e69-adc3-5f0be50d319e,hLN3R4bnqRYce3MVfG_fUSBHPCk,70000,56000,50000,46241
$s$i$FFFS$EFFa$CEFn$BEFt$9EFo$8DFr$6DFi$5CFn$3CFi,Santorini.Map.Gbx,7184973f-d66a-4a89-bca8-03ccac8f8c01,hOBV75aacwA1Eyrv9UWvMJwR7pg,60000,48000,43000,39846
Plastech #6,Plastech #6.Map.Gbx,19101552-fdfa-4d17-8f7d-3a3fd44056fd,HWjhOtKPYqu9BPpr5Kt0OpeHRh0,79000,63000,56000,52151
Route 66 (ft Berzerk),Route 66 (ft Berzerk).Map.Gbx,18a0047f-6f9c-486c-aaa2-cc1cf0637d70,I82Uk0yvwFD0vTyH5KZ19yhurJ8,68000,55000,48000,45114
$0CFTa$FFFiyo,Taiyo.Map.Gbx,1465278c-5bc5-4d8d-93dc-8fd4c167a08d,iFfnNdK1LIW5hgWwxTvKAKG6s9,66000,53000,47000,43856
$i$sCloudcrest Lake,Cloudcrest Lake.Map.Gbx,1bcc388b-92ba-423e-b464-963d0b521cb5,IT5t_UwOkVb5txnFk1u_GcQjov9,79000,63000,56000,52381
$o$282B$492o$7B3t$9C3a$9C3n$5A2i$080a,Botania.Map.Gbx,424e1aed-de2d-4079-a036-0aec39b1a4a8,IugOrCIVuDuvIwx3PahMNcxD_vd,68000,55000,48000,45157
$333Stone$000 - $f60Factory $333feat $f60Ice_TM,Stone - Factory feat Ice_TM.Map.Gbx,edd13bfb-beaf-4532-89dc-3532031d0db7,J9j56TLwyfsDXLLuXIitSdRBHc0,64000,51000,45000,42123
$o$s$F93O$FB2a$FC0s$FC0i$F93s,Oasis.Map.Gbx,e6dd7637-79aa-4ca7-91d3-eb0884d318fe,jAtn7LQt2MTG5xv4BeiQwZAX1K,60000,56000,52000,48948
$03FB$32Fe$61Fs$90Fu,Besu.Map.Gbx,6d99c959-eac8-4951-becb-a570ae615f02,JceZWJEn9I5Xwvs92Qv_qNhqfe2,65050,58880,50500,48884
$S$I$F93Kingsday$fff ft Henkisme,Kingsday_ft_Henkisme.Map.Gbx,b7d82676-9f73-4eb7-8ed1-82a16214b7bc,Jlu0BnHv3sMqJXDGrMR5j98SIy0,80000,64000,57000,53095
$F00P$F22l$F33a$F55s$F77t$F88i$FAAc$FCCi$FDDt$FFFy $nft ShineluTM,Plasticity ft ShineluTM.Map.Gbx,d25ea3ce-1c70-4b07-a679-02ed7ceb2d68,jSnftUilzQCXzhFYjm6w36EFH88,68000,55000,48000,45191
$000M$200a$300s$500q$600u$600e$500r$300a$200d$000e,Masquerade.Map (2).Gbx,f90ffab1-0179-4b23-9414-dea0a369912f,JSUR48ZkCzbCbMDuwbWj_bRulyh,65000,52000,46000,42838
$n$o$s$fffHorizon $69FVista $fffft' Deadfish & Ozei,Horizon Vista ft' Deadfish & Ozei.Map.Gbx,ca19d162-c651-4c20-9e0c-7ea274572a4a,JyaKH1EajL5JZEJwMYLnIk_rOXl,75000,60000,53000,49836
$i$s$o$00fFINDING $f60SHORTY,FINDING_SHORTY.Map.Gbx,b334a785-a98f-48c0-a8b0-88d68ad303bb,KLK9PLQ34k3xSQEtl3K2xDTdJ01,79000,64000,56000,52642
$o$s$i$0CFVil$3CFle-$6CFMa$9CFrie $z$sft' Scarzor,Ville-Marie ft' Scarzor.Map.Gbx,4b4f0e32-c4e6-4d88-9e6a-c3f5259931b3,kpdJB02TthYBvCZGFJpG0oGRwwj,76000,61000,54000,50629
$i$o$sPanna $F30Cotta,Panna Cotta.Map.Gbx,24ed3890-16ff-4eb0-bd25-cf0cfb5c6b3b,kYn_9E6LlNOTi4Pf1hz4fbT7xB4,90000,62000,52000,48618
$CF0 Venomous$FFF Powerslide, Venomous Powerslide.Map.Gbx,1eb06aa1-05b7-467e-9ec0-a8ebc18a485e,LAj3ICBLvnbRkeFMl47cWF7V710,75000,60000,53000,49670
MTC - HabMichLieb Würfel,MTC - HabMichLieb Würfel.Map.Gbx,232a375d-bfc1-4ea0-bde2-62ff4601c4e1,LddFfMoJx3xXJY86TxV0A1tJp96,131000,105000,93000,87161
 Glory Days ft Neon, Glory Days ft Neon.Map.Gbx,fbdb7228-f5fe-41fc-af18-7ef74f2a6fe6,N0wz5ZPVzbk1ciGdD46Q2UZVN1,91000,73000,65000,60483
$s$o$F60C$E60o$D60n$D51t$C51a$B51m$B51i$C51n$D52a$D62t$E63e$F63d,Contaminated.Map.Gbx,c03b7134-93b9-462b-a33c-0238ccf6b3f1,N4MuHTNFmhcUkKC4VNyBHJsv5Tb,61000,49000,43000,40141
$o$036MALAISE,MALAISE.Map.Gbx,8bee7223-9074-400b-bde9-d838c0dc10b8,n89Efd7NXMDn2ZkN2PLDn9k8_3m,73000,59000,52000,48396
$i$f00Noxious Nostalgia,Noxious Nostalgia.Map.Gbx,0a8cdb56-5b4b-4fdb-a5f2-5dde39973dc9,NI6nkypuT33x1I1CLiTwJA6KBV7,82000,65000,58000,54047
$s$fffP$ff3i$fffp$3cfl$fffu$09fp,Piplup.Map.Gbx,48b5b393-eb05-4727-bda6-2ea4f53d7ea0,nm4_ByBVLiAM7hBIXXpc0N8ivu5,66000,53000,47000,43944
$s$6CFEt$6DFher $6EFChim$6FFera$fff ft Ealipse,Ether Chimera ft Ealipse.Map.Gbx,5042f290-2200-4238-9b6f-7b3705363d45,nPUYOxceaXed3_GWfFxr1yc42me,80000,64000,57000,52903
GripClash,GripClash.Map.Gbx,d2d9c7b8-8532-4264-a9da-e855108d1a55,nYmEjEGLr3phOKd2kJKqoLjtIKb,63000,50000,44000,41336
$s#Wasteland,#Wasteland.Map.Gbx,c0ab4de1-86a5-4b3d-93d3-30b18e84d4c4,o0UoD4H2kRKwaILPmorLR60Ckud,60000,54000,51000,48881
"$i$s$c46''$fffIndirted$c46,,","''Indirted,,.Map.Gbx",cfbd370d-2388-4104-ac79-fcbf544de8d3,OtEUNGme2qM72F_dtSYGXLcojE2,74000,59000,52000,48836
$050Pa$040ndat$030ori$020um,Pandatorium.Map.Gbx,bae77169-5010-494e-95d2-ef6664c2bc0b,P03an_XrBq3D6dRrUXgQPQ7qtX2,63000,51000,45000,41747
$0AF$oIpnu Rivulet,Ipnu Rivulet.Map.Gbx,7c107a11-f466-40ad-88f5-a6a63a6cb1e7,pUDHsmtx69VRlWqJdmh5TrXlcH3,70000,56000,49000,46013
$i$s$630Wi$741ll$852esd$963en,0015F4C26C6B4B0003C0AB5271213DB457B277962DD1896CE86E38D4FBA879F10D87A7CBF89013E8F2244ECB01C01C64.Map.Gbx,5dd8afda-2142-4807-ad64-d1e04ad2c475,qAgwQuSkRsL6gp5buC8PEVWc7ma,60000,48000,42000,39617
$a99$s$wDriti leik,Driti leik.Map.Gbx,56a746e5-0384-45ac-a9cf-59a8cca2d35a,qEkFv2XeLII2jQPWD7Yxbog9IBj,66000,53000,47000,43572
$o$903Au$A13t$A22u$B32mn$C42i M$D61ac$E71hina $z$000ft kouks,Autumni Machina ft kouks.Map.Gbx,27a9c277-87b6-4318-b57b-b0378ceee188,Qhm6Sf7KYanOuuec5JPwDtrr805,73000,59000,51000,48377
$i$o$69CWh$6CCal$9CFe T$9FFrai$CFFls $FFF- Ft Oclavukixus$g,Whale Trails - Ft Oclavukixus.Map.Gbx,b0a94a17-a313-4881-9b92-fdb0bd9d3c56,qob1tHdmVpZHF06OmLvOnKIVcu,59000,47000,42000,39128
$o$s$0FFC$F0FM$FF0Y$FFFK,CMYK.Map.Gbx,2da25393-0b91-44a4-bf64-785653e863be,rFl5siW3XYVfz_VL9DEdD3Hfpu2,73000,59000,52000,48572
BEACHSIDE PARADISE 2 edit 9,BEACHSIDE PARADISE 2 edit 9.Map.Gbx,99b286bb-5d9c-40c2-b605-c41c373148a5,SAimk6s7q_Rdiv7VSX6pGCrElGi,63000,51000,45000,41884
$s$oHalo,Halo.Map.Gbx,e598e297-f9db-4cbb-9a61-26ce6b6e20db,sTvb8KzSHxJYRJmSHqckAFwW8Hi,69000,55000,49000,45432
$n$i$f00Future's Forge $fffft SparklingW,Future's Forge ft SparklingW.Map.Gbx,800cc582-85fb-4ac8-bbcb-0b0a19be25f3,SwQMDZ3NMBfToDpSG4gObHGDla2,69000,55000,49000,45756
Avalanche,Avalanche.Map.Gbx,93fa1ca3-b229-4a0c-a883-9a378778bc05,t4u5U3HeTgBZdZjsHwKhWUhhbGg,60000,48000,42000,39584
Five by Five (ft Kyle),Five by Five (ft Kyle).Map.Gbx,d57f8cf5-2083-44f7-87ec-8926abee7418,tb0QyQiXrZqAkRe6WjAKXaxfxyk,61500,44340,35150,31894
$i$o$fffDr$222o$fffpveter,Dropveter.Map.Gbx,204f4827-d952-4137-adaa-4a020271ab36,TRZLpqT5VuW7vB9jA0r_rXIp4K,60000,48000,42000,39375
$o$i$s$09FImagine ! - CE,Imagine ! - CE.Map.Gbx,69e2c833-1019-4bfb-a158-26c8e7a34fbd,TSbWkZfUwCSIiR2Vjd4NBY1jvPg,69000,55000,49000,45643
$s$0f3C$fffrowd $0f3F$fffavorite,Crowd Favorite.Map.Gbx,9e039a89-6a22-4742-8225-158764afeff8,TU6cxKQhU2SwXNV2MYZjquLJXBa,67000,53000,47000,44041
$w$s$b8cS$97cu$85cp$64ce$43cr$32cp$44co$66ds$88di$a9et$bbei$ddfo$fffn,Superposition.Map.Gbx,66a89556-4cf1-4901-8d3e-46d832865b44,tYfBOcGm_uxK64wLck636e_FE03,74000,59000,53000,49066
#ruins'4,#ruins'4.Map.Gbx,142c13ed-148f-4ba8-b013-48f703b356de,u5JDMdK2vao6JzQgcby1iQazs40,74750,68250,64500,61881
$o$FD0A$FD2m$FE4b$FE6i$FE8g$FE8u$FE5i$FD3t$FD0y $i$fffft' Xefas,Ambiguity ft' Xefas.Map.Gbx,53a71934-1465-4f03-8b84-addb9b00d5fd,u9tHVSzEalw_uRZZymvDSckBVk8,83000,67000,59000,55085
$o$i$s$000Le$333vi$666ti$999cu$cccs $cccFT' $fffWemZ,Leviticus FT' WemZ.Map.Gbx,b719f8a1-e8e1-47b9-80cc-013d77f080b7,ugAjlTlEkcAUq_FAeiJN8EXCJj3,56000,45000,40000,37270
$s$FFFAmnesia,Amnesia.Map.Gbx,15ba0736-dc3b-4717-97e8-c3b480e49833,ulqmPXkiCiQM6CiAp4a7j211bUm,78000,62000,55000,51666
$o$t$B53Y$C75A$D97H$DB9F$EDBI$FFDR,Yahfir.Map.Gbx,9ffa0f10-d3f7-4efd-80e4-ee5f99c494f0,UyAwbKRrXcECkMUirCuE8ECYO0,70000,56000,49000,46015
$69FRa$79Ein$89Ey$89D D$99Cay $fffft Newtron,Rainy Day ft Newtron.Map.Gbx,cf770ec3-0c3b-4700-9732-0ad7fd549a25,VolHWLGmnxTfkg7rxd_HiFbcAah,78000,62000,55000,51601
$s$000Blurry $fffFuture,B90DFB527121FB250A30DA98FE3F1B0E9365B6E0B85D0D5F85BE2365213A911CBBDB1C33D80D673F0F2AD1E7EE32D47F.Map.Gbx,289a6754-1aa5-4a67-a1a5-3eefde7dbc3e,WDLFr_SIxys7spEm6J6Wu27fi_6,72000,58000,51000,47996
$i$s$39fDa$3afch$3cfs$3afte$39fin $fff(ft Berzerk),Dachstein (ft Berzerk).Map.Gbx,ff129584-2659-4430-b6b7-951b08734d4c,whUr3Ou2NlvETLwV0cPbWjVnYs1,69000,55000,49000,45591
$F60Sa$F71duga$F82 Des$F93ert$FFF -V2,Saduga Desert -V2.Map.Gbx,e28929fc-6227-4dab-a081-7c133f76b758,wjstjeKnBcNv2olxrurV557NBu,62000,50000,44000,41290
Pokegama,Pokegama.Map.Gbx,f9e93112-ad23-4b9a-a267-d07c1f03c4d4,wokqi2O9EWzJE0WkDLMsB4Ny_dm,67000,54000,47000,44251
$s$i$w$FFFAi$EFFrf$DFFlo$CFFw,Airflow.Map.Gbx,30785138-731d-4451-a012-fcdb7df9c990,XLrKJ_74tvv5qELZYYVWEu2MFLm,80000,64000,57000,53054
$90C$s$oSkyfarer $FFF$s$oft Oclavukixus,Skyfarer ft Oclavukixus.Map.Gbx,e645c1c6-2954-4a47-a42e-fb6f22e1e9df,yGDC38zRqs9kyulnxEtq20zt4pd,70000,60000,55000,50000
$s$dddG$adaa$7e7i$4f4a ft Grymlock,Gaia ft Grymlock.Map.Gbx,7fc3d091-08cd-450b-a192-222b91855020,yy6Dg0o6EeUGeXmde8djbAsZFh7,92000,73000,65000,60831
oops dropped my nachos,oops_dropped_my_nachos.Map.Gbx,c3074e4c-f5b7-412b-a03c-54848ab43c6b,yZHsV7satnZPSB8EMhnuUKlMJBc,20000,16000,14000,12859
$o$AA4M$CF6ooving $2F7M$1B9an,Mooving Man.Map.Gbx,e80eba01-07da-4f72-b1dd-b665dac451af,_YZh9sPSwWpgd4fBwPL2aZoZWck,78000,63000,56000,51894
$o$0CFPA$3CFN$6CFDO$9CFRA $z$n(ft Osoguineapig),PANDORA (ft Osoguineapig).Map.Gbx,6726e5c7-f3bc-4a82-946a-b8d488137d1c,0HIBMF_kVunpsgUApVpES7oBsb7,75000,60000,55000,50000
$6CF$sINTERLAKEN,INTERLAKEN.Map.Gbx,0d15f6f9-8917-4c5b-bd1e-09252a6faaf6,39U1v7gwFuYM4dDmsNuna1QTZMj,68000,55000,48000,45014
$sCCP$f00#$fff24 - $f55Taiga $n$fffft' Osoguineapig,CCP#24 - Taiga ft' Osoguineapig.Map.Gbx,77e6169e-af72-4902-ad72-f648999a657c,3JdxvBUgeZkdUy0_U98v8BLU2s6,74000,60000,53000,49209
$i$w$363Escapade,Escapade.Map.Gbx,6ceec811-ccf6-47f7-b9a7-73f816ba6d39,5JWnccZiVLjIGDT0hdAtGxXTrgk,71000,57000,50000,47161
